,link,parsed_lists
114,https://fi.linkedin.com/jobs/view/senior-cloud-engineer-%E2%80%93-azure-terraform-at-tietoevry-3646643675?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=29yWRJnVx0iLulv7Ac0m8A%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card,"You will have a chance to work with Nordic leader Data &Analytics HealthCare solution
A stimulating environment where we every day strive to build the best possible IT solution there is, for future meaningful healthcare solutions which makes value for us as individuals
Possibility to work in team of healthcare professionals and build, deliver and support world leading solution
Good career development possibilities in an international company and get Azure engineering certification 
Motivating, creative and flexible working environment
Additional benefit package (health insurance, teambuildings, games, food treats, etc)"
115,https://fi.linkedin.com/jobs/view/senior-cloud-engineer-%E2%80%93-azure-terraform-at-tietoevry-3646648122?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=YOtsGMBkJDl%2FZXszRWHi%2Bw%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card,"You will have the key technical role in implementing cloud based and data-driven solutions 
Ensure high quality and security of our HealthCare solutions
Work according to the highest development standards (Agile way of working, knowledge sharing meetings)
Internally you will work with our Nordic expert teams"
115,https://fi.linkedin.com/jobs/view/senior-cloud-engineer-%E2%80%93-azure-terraform-at-tietoevry-3646648122?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=YOtsGMBkJDl%2FZXszRWHi%2Bw%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card,"Experience in the area of cloud and data-driven solutions and hands-on experience in implementing and using cloud and big data related technologies
Experience with Infrastructure as Code with Terraform
Experience with scripting and automation 
Experience with public cloud environments: preferably Azure or similar like AWS, GCP
Understanding of best security practices in cloud environments including identity and access management, encryption, network security, monitoring and logging
Passion to innovate and help customers to find best possible solutions to their needs
Passion to continuously learn new things and aim higher
Good English language skills"
115,https://fi.linkedin.com/jobs/view/senior-cloud-engineer-%E2%80%93-azure-terraform-at-tietoevry-3646648122?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=YOtsGMBkJDl%2FZXszRWHi%2Bw%3D%3D&position=16&pageNum=4&trk=public_jobs_jserp-result_search-card,"You will have a chance to work with Nordic leader Data &Analytics HealthCare solution
A stimulating environment where we every day strive to build the best possible IT solution there is, for future meaningful healthcare solutions which makes value for us as individuals
Possibility to work in team of healthcare professionals and build, deliver and support world leading solution
Good career development possibilities in an international company and get Azure engineering certification 
Motivating, creative and flexible working environment
Additional benefit package (health insurance, teambuildings, games, food treats, etc)"
116,https://fi.linkedin.com/jobs/view/software-engineer-bootstack-devops-at-canonical-3683893811?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=5xn5wOdxTcba74cXk8QZFw%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card,"Work in Python and Golang to design and deliver open source software operations code
Work with the entire Linux stack, from kernel, networking, storage, to applications
Learn to think rigorously about application and infrastructure reliability
Shape high quality open source monitoring and alerting infrastructure
Simplify open source operations for our customers and open source community
Demonstrate sound engineering design and testing principles in your code
Follow agile software development practices
Coach and develop your colleagues where you have insights
Grow a healthy, collaborative engineering culture in line with the company values
Global travel up to 10% of time for internal and external events"
116,https://fi.linkedin.com/jobs/view/software-engineer-bootstack-devops-at-canonical-3683893811?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=5xn5wOdxTcba74cXk8QZFw%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card,"University degree in Computer Science or related software engineering field
Advanced level Python programming skills
Good to have - Golang programming skills
You are knowledgeable and passionate about software development 
You are organised and want your team to deliver timely, high quality software
You have a demonstrated drive for continual learning
You understand the importance of reliable operations in a devops world
You have sound knowledge of cloud computing concepts & technologies
You have practical knowledge of Linux and networking"
116,https://fi.linkedin.com/jobs/view/software-engineer-bootstack-devops-at-canonical-3683893811?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=5xn5wOdxTcba74cXk8QZFw%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card,"Devops and site reliability engineering
OpenStack and Kubernetes in operation
Wide range of open source applications and skills
Real-life and hands-on exposure to a wide range of emerging technologies and tools "
116,https://fi.linkedin.com/jobs/view/software-engineer-bootstack-devops-at-canonical-3683893811?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=5xn5wOdxTcba74cXk8QZFw%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card,"Learning and development
Competitive salary
Recognition rewards
Annual leave
Priority Pass for travel"
117,https://fi.linkedin.com/jobs/view/senior-product-data-analyst-at-hypehype-inc-3728820647?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=YoXXv5Lu7WWidmlTKr2Obg%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card,"Collaborate with the product team to define key metrics and goals for product performance evaluation
Analyze complex data sets to identify patterns, trends, and insights to support decision-making in product development
Identify opportunities for product optimization and growth through data-driven analysis
Develop and implement data collection methods to gather relevant information from various sources, including in-product telemetry, user feedback, and external data
Design and maintain data models, dashboards, and reports that provide actionable insights to stakeholders
Conduct A/B testing and user segmentation analysis to evaluate the impact of new features and changes on player behavior and engagement
Present findings and recommendations to cross-functional teams in a clear and concise manner
Stay up-to-date with industry trends, best practices, and emerging technologies related to product analytics in the gaming and social media industries"
117,https://fi.linkedin.com/jobs/view/senior-product-data-analyst-at-hypehype-inc-3728820647?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=YoXXv5Lu7WWidmlTKr2Obg%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card,"Years of experience as a data analyst in a product development & growth project(s)
Proficiency in SQL and experience working with relational databases.
Proficiency in data analysis and visualization tools such as , R, Tableau, or Power BI.
Experience with statistical analysis and A/B testing methodologies.
Solid understanding of product development lifecycle and key performance indicators (KPIs) in the gaming / software industry.
Strong analytical and problem-solving skills with a keen attention to detail.
Excellent communication skills, with the ability to effectively convey complex findings to both technical and non-technical stakeholders.
Passion for gaming and a deep understanding of the gaming industry landscape."
117,https://fi.linkedin.com/jobs/view/senior-product-data-analyst-at-hypehype-inc-3728820647?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=YoXXv5Lu7WWidmlTKr2Obg%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card,"Freedom to design your own workflow to get the very best out of yourself
Choose your own laptop/workstation and gadgets
Competitive compensation including an option plan (everyone in HypeHype is an owner of the company)
Opportunity to work with epic industry vets
Work in a well-connected studio known for excellence
Flat hierarchy environment where your opinion counts
Be part of changing the gaming industry for good"
117,https://fi.linkedin.com/jobs/view/senior-product-data-analyst-at-hypehype-inc-3728820647?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=YoXXv5Lu7WWidmlTKr2Obg%3D%3D&position=18&pageNum=4&trk=public_jobs_jserp-result_search-card,"Currently strike studio of 45 developers
In a long-term partnership with Supercell
Located in the center of Helsinki, with inside access to bus & metro station
Winner of the Apple Design Award & iPad Game of the Year and many other awards since then
Well financed
Well connected (within the industry and with the platform holders)"
118,https://fi.linkedin.com/jobs/view/senior-software-engineer-kubernetes-at-iceye-3577314179?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=gDSNLOeeBXu%2Blmm1%2BgrUUg%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card,"Installation, configuration, maintenance and administration of production-grade Kubernetes clusters.
Automation of deployments on the services level - GitOps approach.
Participate in designing, implementing, and maintaining our on-premise products.
Response and management of production incidents.
Work with the customers to form a mutual understanding of their needs, capabilities and constraints.
Collaborate with Product Managers and Engineers (mostly Software Engineers) to build the features that this customer needs in our product.
Work with our customer deliveries team to make sure that the system gets delivered and will be maintained.
These deliveries require you to be very hands-on, e.g. running demos and pilots to meet customer requirements and cooperating with customer's technical teams, ensuring a successful deployment.
Right now, you will be one of the first people to take this role in our company. As our business grows, you have the opportunity to affect the role and processes used."
118,https://fi.linkedin.com/jobs/view/senior-software-engineer-kubernetes-at-iceye-3577314179?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=gDSNLOeeBXu%2Blmm1%2BgrUUg%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card,"Strong expertise in maintenance and administration of production-grade Kubernetes clusters
Experience in programming languages [Python or Go] with strong ability to debug code.
Expertise in DevOps and CI/CD implementation (deployments automation)
Experience with Linux system administration in production.
Understanding of microservice design and architectural patterns.
Experience in coding/scripting for automation (""Infrastructure as Code"" -mindset).
Experience with Configuration Management / Deployment tools.
Experience with orchestration tools - e.g. Hashicorp Terraform, Packer, Ansible.
Experience with logging and monitoring solutions.
Emphasis of security in your actions.
Readiness to occasionally visit customer premises around the world.
Ability to learn quickly both technical and business domains in an ever evolving startup environment.
Strong English communication skills (our company's official language is English)
Ability to explain issues clearly and concisely and establish effective working relationships in a distributed team
Ability to multitask, shift gears quickly, work independently and collaboratively, adapt easily to shifting priorities, process changes, and schedule changes
Readiness to participate in an on-call rotation providing 24-hour, 7-day support and off-hours maintenance windows"
118,https://fi.linkedin.com/jobs/view/senior-software-engineer-kubernetes-at-iceye-3577314179?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=gDSNLOeeBXu%2Blmm1%2BgrUUg%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card,"Being Certified Kubernetes Application Developer (CKAD) will be a plus
Good general understanding of software development practices (e.g. The Twelve Factor App).
Quality Assurance skills.
A background in earth observation, satellites or ground stations."
118,https://fi.linkedin.com/jobs/view/senior-software-engineer-kubernetes-at-iceye-3577314179?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=gDSNLOeeBXu%2Blmm1%2BgrUUg%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card,"A job that matters in a dynamic New Space environment with a scale-up approach
An independent role with a supportive and diverse work environment
Occupational healthcare, occupational and private insurance
A yearly benefit budget to spend as you wish (i.e. on sport, transport, wellness, lunch, etc.)
Relocation support (i.e. flight tickets, accommodation, relocation buddy program)
Time for self-development, research, training, conferences, or certification schemes
Inspiring and collaborating offices and silent workspaces enabling you to focus
Regular internal events for employees (e.g. sports events, team-building events, parties, etc.)
A wide variety of best coffee, tea, snacks, and sweets to accompany your daily space mission"
119,https://fi.linkedin.com/jobs/view/data-quality-engineer-at-helen-3728353664?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=b6Q%2FttXaqRMT6JUOkgsSaA%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card," datan laadun teknisen arkkitehtuurin kehittäminen, 
datan laadun periaatteiden ja parhaiden käytäntöjen kehittäminen sekä 
datan laadun mittareiden, seurannan ja ongelmanratkaisun prosessien kehittäminen."
120,https://fi.linkedin.com/jobs/view/senior-cloud-engineer-%E2%80%93-azure-terraform-at-tietoevry-3646648116?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=W6kW0hAwRZt2UuTO6lbVYQ%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card,"You will have the key technical role in implementing cloud based and data-driven solutions 
Ensure high quality and security of our HealthCare solutions
Work according to the highest development standards (Agile way of working, knowledge sharing meetings)
Internally you will work with our Nordic expert teams"
120,https://fi.linkedin.com/jobs/view/senior-cloud-engineer-%E2%80%93-azure-terraform-at-tietoevry-3646648116?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=W6kW0hAwRZt2UuTO6lbVYQ%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card,"Experience in the area of cloud and data-driven solutions and hands-on experience in implementing and using cloud and big data related technologies
Experience with Infrastructure as Code with Terraform
Experience with scripting and automation 
Experience with public cloud environments: preferably Azure or similar like AWS, GCP
Understanding of best security practices in cloud environments including identity and access management, encryption, network security, monitoring and logging
Passion to innovate and help customers to find best possible solutions to their needs
Passion to continuously learn new things and aim higher
Good English language skills"
120,https://fi.linkedin.com/jobs/view/senior-cloud-engineer-%E2%80%93-azure-terraform-at-tietoevry-3646648116?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=W6kW0hAwRZt2UuTO6lbVYQ%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card,"You will have a chance to work with Nordic leader Data &Analytics HealthCare solution
A stimulating environment where we every day strive to build the best possible IT solution there is, for future meaningful healthcare solutions which makes value for us as individuals
Possibility to work in team of healthcare professionals and build, deliver and support world leading solution
Good career development possibilities in an international company and get Azure engineering certification 
Motivating, creative and flexible working environment
Additional benefit package (health insurance, teambuildings, games, food treats, etc)"
121,https://fi.linkedin.com/jobs/view/senior-cloud-engineer-%E2%80%93-azure-terraform-at-tietoevry-3646642973?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=2NH87rWQMmfXtCelmEfcTg%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card,"You will have the key technical role in implementing cloud based and data-driven solutions 
Ensure high quality and security of our HealthCare solutions
Work according to the highest development standards (Agile way of working, knowledge sharing meetings)
Internally you will work with our Nordic expert teams"
121,https://fi.linkedin.com/jobs/view/senior-cloud-engineer-%E2%80%93-azure-terraform-at-tietoevry-3646642973?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=2NH87rWQMmfXtCelmEfcTg%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card,"Experience in the area of cloud and data-driven solutions and hands-on experience in implementing and using cloud and big data related technologies
Experience with Infrastructure as Code with Terraform
Experience with scripting and automation 
Experience with public cloud environments: preferably Azure or similar like AWS, GCP
Understanding of best security practices in cloud environments including identity and access management, encryption, network security, monitoring and logging
Passion to innovate and help customers to find best possible solutions to their needs
Passion to continuously learn new things and aim higher
Good English language skills"
121,https://fi.linkedin.com/jobs/view/senior-cloud-engineer-%E2%80%93-azure-terraform-at-tietoevry-3646642973?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=2NH87rWQMmfXtCelmEfcTg%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card,"You will have a chance to work with Nordic leader Data &Analytics HealthCare solution
A stimulating environment where we every day strive to build the best possible IT solution there is, for future meaningful healthcare solutions which makes value for us as individuals
Possibility to work in team of healthcare professionals and build, deliver and support world leading solution
Good career development possibilities in an international company and get Azure engineering certification 
Motivating, creative and flexible working environment
Additional benefit package (health insurance, teambuildings, games, food treats, etc)"
122,https://fi.linkedin.com/jobs/view/gnss-software-engineer-at-u-blox-3703025004?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=1XngA3yS7z6UzBCEM%2BUoSA%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card," Navigation algorithm design, implementation and maintenance
 Test design, development and execution
 Requirements management
 Validation and error analysis
 Preparation of technical documentation
 Work package breakdown and estimation
 Providing workarounds or fixes for bugs and nonconformities"
122,https://fi.linkedin.com/jobs/view/gnss-software-engineer-at-u-blox-3703025004?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=1XngA3yS7z6UzBCEM%2BUoSA%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card," PhD or MSc in geodesy, geomatics, computer science, engineering or a related field
 Good C/C++ development skills
 Flexible team player
 Good communication skills (oral and in writing) in English"
122,https://fi.linkedin.com/jobs/view/gnss-software-engineer-at-u-blox-3703025004?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=1XngA3yS7z6UzBCEM%2BUoSA%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card," GNSS
 Python
 GIT
 Statistics and adjustment theory
 Kalman Filter
 Mathematical and physical models
 Embedded software development
 ARM CPUs (CortexM)
 Robot Framework"
122,https://fi.linkedin.com/jobs/view/gnss-software-engineer-at-u-blox-3703025004?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=1XngA3yS7z6UzBCEM%2BUoSA%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card,"A multicultural and international company with over 60 different nationalities 
Project-based activities working with colleagues across the globe 
A start-up and innovation mindset while in the process of scaling-up processes and efficiencies 
Hybrid working model & flexible working hours 
A strong learning environment and regular career discussions 
Bonus and Company long-term incentive plan.
Good social benefits in each location
Sport activities and Team events.
… and discover even more by talking with us!"
123,https://fi.linkedin.com/jobs/view/senior-software-engineer-at-eva-global-3664564202?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=UkO7cy6be9jQETihNL3Uhg%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card,"Design and develop complex software solutions using NodeJS, TypeScript, and AWS.
Collaborate with cross-functional teams including product owners, designers, and other engineers to build software products that meet customer needs.
Write clean, maintainable, and efficient code while ensuring software quality and scalability.
Implement automated testing strategies to ensure that our codebase is stable and reliable.
Work with GitLab CI to automate software delivery processes.
Use Terraform to build and maintain infrastructure as code.
Participate in code reviews and provide constructive feedback to other team members.
Stay up-to-date with new technologies and industry trends and evaluate their potential benefits to our software solutions."
123,https://fi.linkedin.com/jobs/view/senior-software-engineer-at-eva-global-3664564202?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=UkO7cy6be9jQETihNL3Uhg%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card,"Strong proficiency in NodeJS and TypeScript.
Experience with Cloud service providers and IaC.
Experience with CI/CD for continuous integration and delivery.
Familiarity with Agile/Scrum methodologies.
Excellent teamwork and communication skills."
124,https://fi.linkedin.com/jobs/view/senior-software-engineer-espoo-helsinki-at-jefferson-frank-3726498744?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=1ug3Ro08dFTA0Ht7y6HZow%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card," Minimum 3+ years JavaScript development experience coming from previous roles working with a combination of traditional programming and DevOps toolings/processes.
 Familiarity with cloud networks (AWS), managing infrastructures and improving reliability standards.
 Experience managing containerised solutions with Kubernetes and/or ECS."
124,https://fi.linkedin.com/jobs/view/senior-software-engineer-espoo-helsinki-at-jefferson-frank-3726498744?refId=Gls5%2FJBnVtC1ghpGT%2Flwpw%3D%3D&trackingId=1ug3Ro08dFTA0Ht7y6HZow%3D%3D&position=25&pageNum=4&trk=public_jobs_jserp-result_search-card," Experience with Protocols/Solutions such as OpenID Connect, OAuth2, SAML2 or on SSO systems.
 Prior identity access management experience."
125,https://fi.linkedin.com/jobs/view/software-engineer-openstack-at-canonical-3726119665?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=YZ22t%2BvewxEp8l9W0FWZyQ%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card,"Collaborate proactively with a distributed team
Write high quality code to create new features
Debug issues and produce high quality code to fix them
Review code produced by other engineers
Discuss ideas and collaborate on finding good solutions
Ensure the success of OpenStack and Ceph on multiple architectures
Work from home with global travel 2 to 4 weeks for internal and external events"
125,https://fi.linkedin.com/jobs/view/software-engineer-openstack-at-canonical-3726119665?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=YZ22t%2BvewxEp8l9W0FWZyQ%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card,"You love technology and working with brilliant people
You are curious, flexible, articulate, and accountable
You value soft skills and are passionate, enterprising, thoughtful, and self-motivated
You have a Bachelor's or equivalent in Computer Science, STEM or similar degree
You have experience with Python
You have interest and experience with two or more of the following:Ubuntu Linux - kernel or userspace, Kubernetes, OpenStack, Ceph, AI/ML, QEMU/KVM, LXC/LXD, Python, Go, C, Postgresql, Mongo, Debian packaging, scalable web services
You have experience with non-x86 architectures, including s390, arm64, power and others
You have experience with OpenStack, OVN, Openvswitch and other related cloud technologies"
126,https://fi.linkedin.com/jobs/view/software-engineer-digital-workplace-at-canonical-3718958070?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=CxkHnGXhw5qajSoUA37A9A%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card,"Design and deliver web-based systems and SAAS
Provide new insights into the Canonical workplace experience
Enable new processes and improve existing workflows
Collaborate proactively with a distributed team
Write high-quality code to create new features
Debug issues and produce high-quality code to fix them
Consistently provide high-quality code reviews to other engineers
Discuss ideas and collaborate on finding good solutions
Estimate work, set goals and meet them
Write project specifications, and epics and understand the risks
Understand completion criteria and push work to completion
Coaching, mentoring and providing feedback to more junior members of the team, while always developing yourself
Connect to many data sources and provide insightful visualisations
Database design and architecture for connected systems
Developing new and improved working practices for the company
Providing tooling to support optimised processes
Love what you do. "
126,https://fi.linkedin.com/jobs/view/software-engineer-digital-workplace-at-canonical-3718958070?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=CxkHnGXhw5qajSoUA37A9A%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card,"Backend web service programming in Python and Node.JS
Solid understanding of web development technologies such as HTML, CSS, and JavaScript. 
Data analytics and statistical analysis
Natural language processing, sentiment analysis, machine learning
Data visualisation"
126,https://fi.linkedin.com/jobs/view/software-engineer-digital-workplace-at-canonical-3718958070?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=CxkHnGXhw5qajSoUA37A9A%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card,"Remote first: 100% remote working with the opportunity to travel to Sprints. We meet a couple of times a year in interesting places all around the world to come together to collaborate. These Sprints see circa 300 people come together. This year we have travelled to Frankfurt, Copenhagen, Montreal and Prague!
Personal development: Annual budget allowance and time to focus on areas you want to improve. 
Compensation: eligibility for annual pay review including bonuses. 
Recognition: The ability to possibly be rewarded and recognised by others for the work you do. 
Travel: Priority Pass for lounge access when flying to sprints. International SOS membership to support you whilst travelling. "
127,https://fi.linkedin.com/jobs/view/senior-flight-dynamics-engineer-finland-at-iceye-3691393211?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=z2nnEXGxZVX3SnjOHOFRLA%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card,"Developing, testing, and maintaining orbit control and orbit determination software
Analyzing performance and anomalies for in-lab and on-orbit thrusters
Supporting launches and on-orbit propulsion system commissioning
Supporting other ICEYE teams with Flight Dynamics domain knowledge"
127,https://fi.linkedin.com/jobs/view/senior-flight-dynamics-engineer-finland-at-iceye-3691393211?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=z2nnEXGxZVX3SnjOHOFRLA%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card,"Degree in Physics, Aerospace, Engineering, Mathematics or similar
5+ years of experience working on orbit control or orbit determination problems
At least five years of experience in software engineering
Experience with Python and common scientific/engineering modules
Strong general problem-solving and analytical skills
Collaborative, team-oriented mindset
Ability to explain technical concepts clearly and concisely"
127,https://fi.linkedin.com/jobs/view/senior-flight-dynamics-engineer-finland-at-iceye-3691393211?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=z2nnEXGxZVX3SnjOHOFRLA%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card,"Experience with STK or ODTK
Experience designing or operating electrical propulsion systems
Experience in assembly, integration, and test of spacecraft hardware"
127,https://fi.linkedin.com/jobs/view/senior-flight-dynamics-engineer-finland-at-iceye-3691393211?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=z2nnEXGxZVX3SnjOHOFRLA%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card,"A job that matters in a dynamic New Space environment with a scale-up approach
An independent role with a supportive and diverse work environment
Time for self-development, research, training, conferences, or certification schemes
A yearly benefit budget to spend as you wish (ie, Auntie, language learning, coaching, budget for additional work equipment for home, charity activity)
Diversity& inclusion are core values at ICEYE. We are passionate about building and sustaining inclusive and equitable working and learning environments for all staff. We believe every team member enriches our diversity by exposing us to a broad range of ways to understand and engage with the world, identify challenges, and discover, design, and deliver solutions."
128,https://fi.linkedin.com/jobs/view/software-engineer-iam-at-nixu-corporation-3727520847?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=ayGe7iz%2Bj%2BDLZrFZhhYmvQ%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card,"Daily work with development and operations around Managed IAM services
Delivering and improving world-class cloud-based identity service with a highly talented team
Working closely with customers, other team members, and product management
Mainly hands-on technical work in projects and daily operations
Working in a multinational and multicultural environment"
128,https://fi.linkedin.com/jobs/view/software-engineer-iam-at-nixu-corporation-3727520847?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=ayGe7iz%2Bj%2BDLZrFZhhYmvQ%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card,"Hands-on experience in IAM solutions (e.g. Gluu, ForgeRock, Oracle, Auth0, Shibboleth or others)
Hands-on experience with protocols and standards related to data transfers and identity-federation etc; OAuth2, OIDC, SAML, REST, JSON, JWT, SCIM
Programming /scripting skills of any of the following: Bash/Python/Jython/Java/NodeJS/Javascript and code analyzing skills
Experience in public clouds e.g AWS, Azure seen as an advantage
Fluent in English language skills
The willingness to work on-call (one-week shifts, one week per 1-2 months)"
128,https://fi.linkedin.com/jobs/view/software-engineer-iam-at-nixu-corporation-3727520847?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=ayGe7iz%2Bj%2BDLZrFZhhYmvQ%3D%3D&position=4&pageNum=5&trk=public_jobs_jserp-result_search-card,"Knowledge of B2B, B2C CIAM integrations and use cases
Understanding of middleware, networking, and data storages: Application/Web Servers, LDAP and DBs are basics. Understanding and mastering RDS systems or NoSQL are a plus.
Kubernetes, Docker
API-fundamentals• Experience with Agile development methodologies"
129,https://fi.linkedin.com/jobs/view/senior-principal-software-engineer-embedded-systems-indoor-positioning-at-exafore-3729478252?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=bsOveR5KRD6ejla6JyPZSA%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card,
130,https://fi.linkedin.com/jobs/view/clinical-bioinformatics-engineer-at-blueprint-genetics-3733222234?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=LZVO%2BPShQIi7Y7KkclG06A%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card,"Taking deep dives into the NGS data of patients to help our geneticists to solve bioinformatically challenging patient cases.
Executing a software maintenance process compliant with software as medical device standards including support, life cycle management and feature development of core bioinformatics software and supporting software.
Participating in assay and software validations and related documentation process and software release process in the scope of maintenance updates.
You are involved in development and testing of new laboratory assays and perform bioinformatic analyses in custom research projects with our customers."
130,https://fi.linkedin.com/jobs/view/clinical-bioinformatics-engineer-at-blueprint-genetics-3733222234?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=LZVO%2BPShQIi7Y7KkclG06A%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card,"An MSc or PhD degree in Bioinformatics or related field
A minimum of 2 years of experience working as a bioinformatician or in a similar role with NGS data analysis experience
Excellent communication skills in both written and spoken English
Strong teamwork skills and the motivation to learn from others"
